Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
417,Scott Lehman,23,ATL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3:03,0,0,0,0,
418,Jere Lehtinen,35,DAL,RW,48,8,16,24,1,8,6,2,0,1,11,5,0,119,6.7,912,19:00,25,25,2,5,28.6
419,Mikko Lehtonen,21,BOS,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,16:14,0,0,0,0,
420,Ville Leino,25,DET,LW,13,5,4,9,5,6,5,0,0,1,4,0,0,17,29.4,165,12:42,1,3,7,5,58.3
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
421,Claude Lemieux,43,SJS,RW,18,0,1,1,-5,21,0,0,0,0,1,0,0,17,0.0,138,7:40,3,34,3,11,21.4
422,Jordan Leopold,28,TOT,D,83,7,17,24,-15,24,6,1,0,1,13,3,1,107,6.5,1561,18:48,100,65,0,0,
423,Sami Lepisto,24,WSH,D,7,0,4,4,-3,6,0,0,0,0,1,3,0,7,0.0,137,19:36,4,9,0,0,
424,Kris Letang,21,PIT,D,74,10,23,33,-7,24,5,4,1,3,16,7,0,138,7.2,1565,21:09,127,111,0,1,0.0
425,Pierre-Luc Letourneau-Leblond,23,NJD,RW,8,0,1,1,3,22,0,0,0,0,1,0,0,3,0.0,39,4:51,1,12,0,0,
426,Grant Lewis,24,ATL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,15,15:29,0,0,0,0,
427,Trevor Lewis,22,LAK,C,6,1,2,3,0,0,1,0,0,0,2,0,0,10,10.0,70,11:36,4,4,1,3,25.0
428,Nicklas Lidstrom*,38,DET,D,78,16,43,59,31,30,6,10,0,4,19,23,1,180,8.9,1936,24:49,66,43,0,0,
429,John-Michael Liles,28,COL,D,75,12,27,39,-19,31,6,6,0,1,12,15,0,146,8.2,1616,21:33,106,58,0,0,
430,Andreas Lilja,33,DET,D,60,2,11,13,13,66,2,0,0,0,11,0,0,60,3.3,1020,16:00,90,93,0,1,0.0
431,Joakim Lindstrom,25,PHX,C,44,9,11,20,-6,28,6,3,0,2,5,6,0,77,11.7,654,14:52,15,35,5,9,35.7
432,Enver Lisin,22,PHX,RW,48,13,8,21,-13,24,12,1,0,2,7,1,0,105,12.4,712,14:50,14,56,2,4,33.3
433,Bryan Little,21,ATL,RW,79,31,20,51,-5,24,19,12,0,4,12,8,0,172,18.0,1337,16:55,17,40,93,121,43.5
434,Matthew Lombardi,26,TOT,C,69,14,32,46,13,44,12,1,1,2,25,7,0,177,7.9,1220,17:41,38,43,432,391,52.5
435,Ben Lovejoy,24,PIT,D,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,11:53,1,1,0,0,
436,Milan Lucic,20,BOS,LW,72,17,25,42,17,136,15,2,0,3,19,6,0,97,17.5,1076,14:57,32,259,5,4,55.6
437,Brad Lukowich,32,SJS,D,58,0,8,8,5,12,0,0,0,0,8,0,0,43,0.0,940,16:13,82,117,0,0,
438,Mike Lundin,24,TBL,D,25,0,2,2,-4,4,0,0,0,0,2,0,0,8,0.0,416,16:39,43,6,0,1,0.0
439,Jamie Lundmark,28,CGY,C,27,8,8,16,2,17,8,0,0,0,5,3,0,50,16.0,378,13:59,7,14,62,58,51.7
440,Joel Lundqvist,26,DAL,C,43,1,5,6,-9,20,1,0,0,1,5,0,0,32,3.1,465,10:49,14,116,29,47,38.2
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
441,Joffrey Lupul,25,PHI,RW,79,25,25,50,1,58,19,6,0,4,16,9,0,194,12.9,1239,15:41,38,79,10,11,47.6
442,Toni Lydman,31,BUF,D,80,3,20,23,0,70,3,0,0,0,14,5,1,99,3.0,1742,21:47,166,165,0,0,
443,Clarke MacArthur,23,BUF,LW,71,17,14,31,-4,56,12,5,0,0,9,5,0,108,15.7,982,13:50,33,80,76,142,34.9
444,Andrew MacDonald,22,NYI,D,3,0,0,0,2,2,0,0,0,0,0,0,0,1,0.0,31,10:10,3,0,0,0,
445,Craig MacDonald,31,CBJ,C,8,1,1,2,1,0,1,0,0,1,1,0,0,6,16.7,85,10:39,1,7,4,7,36.4
446,Spencer Machacek,20,ATL,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,8:12,0,7,0,0,
447,Ray Macias,22,COL,D,6,0,1,1,0,0,0,0,0,0,0,1,0,4,0.0,108,17:59,8,2,0,0,
448,Steve MacIntyre,28,EDM,LW,22,2,0,2,-2,40,2,0,0,1,0,0,0,6,33.3,86,3:55,2,22,0,0,
449,Aaron MacKenzie,27,COL,D,5,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,73,14:38,8,6,0,0,
450,Derek MacKenzie,27,CBJ,C,1,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,7,7:15,0,1,2,2,50.0
451,John Madden,35,NJD,C,76,7,16,23,-7,26,6,0,1,2,14,0,2,132,5.3,1248,16:25,49,64,599,561,51.6
452,Adam Mair,29,BUF,C,75,8,11,19,4,95,8,0,0,1,11,0,0,75,10.7,793,10:35,20,107,200,214,48.3
453,Manny Malhotra,28,CBJ,C,77,11,24,35,9,28,11,0,0,3,17,6,1,116,9.5,1387,18:01,52,74,801,578,58.1
454,Marek Malik,33,TBL,D,42,0,5,5,-3,36,0,0,0,0,5,0,0,22,0.0,805,19:10,43,14,0,0,
455,Evgeni Malkin,22,PIT,C,82,35,78,113,17,80,19,14,2,4,51,27,0,290,12.1,1846,22:31,39,80,283,385,42.4
456,Ryan Malone,29,TBL,LW,70,26,19,45,4,98,19,7,0,3,15,4,0,124,21.0,1243,17:45,23,173,14,33,29.8
457,Kirk Maltby,36,DET,LW,78,5,6,11,-9,28,5,0,0,1,6,0,0,58,8.6,713,9:08,23,64,4,6,40.0
458,Mark Mancari,23,BUF,RW,7,1,1,2,-4,4,1,0,0,0,0,1,0,21,4.8,93,13:16,1,8,4,3,57.1
459,Paul Mara,29,NYR,D,76,5,16,21,2,94,4,1,0,0,5,10,1,102,4.9,1441,18:58,86,123,1,1,50.0
460,Todd Marchant,35,ANA,C,72,5,13,18,-2,34,3,0,2,0,11,1,1,101,5.0,1046,14:32,40,76,298,295,50.3
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
461,Andrei Markov,30,MTL,D,78,12,52,64,-2,36,5,7,0,3,19,32,1,165,7.3,1921,24:38,111,61,0,0,
462,Patrick Marleau,29,SJS,LW,76,38,33,71,16,18,22,11,5,10,24,7,2,251,15.1,1623,21:21,23,98,310,281,52.5
463,Paul Martin,27,NJD,D,73,5,28,33,21,36,3,2,0,1,11,16,1,107,4.7,1779,24:22,79,40,0,0,
464,Radek Martinek,32,NYI,D,51,6,4,10,-16,28,5,1,0,1,4,0,0,54,11.1,1099,21:34,108,83,0,0,
465,Shawn Matthias,20,FLA,C,16,0,2,2,-3,2,0,0,0,0,2,0,0,11,0.0,147,9:10,2,8,46,45,50.5
466,Ben Maxwell,20,MTL,C,7,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,69,9:55,1,2,20,33,37.7
467,Brad May,37,TOT,LW,58,1,6,7,0,89,1,0,0,0,6,0,0,32,3.1,421,7:16,6,53,1,3,25.0
468,Jamal Mayers,34,TOR,RW,71,7,9,16,-7,82,7,0,0,1,8,1,0,72,9.7,749,10:33,30,66,246,180,57.7
469,Maksim Mayorov,19,CBJ,RW,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,5:44,0,1,0,0,
470,Dean McAmmond,35,TOT,LW,62,5,11,16,7,24,4,0,1,2,11,0,0,59,8.5,698,11:16,17,32,242,301,44.6
471,Kenndal McArdle,22,FLA,LW,3,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,23,7:30,1,3,0,0,
472,Bryan McCabe,33,FLA,D,69,15,24,39,-1,41,7,8,0,3,13,11,0,153,9.8,1596,23:08,92,72,0,0,
473,Darren McCarty,36,DET,RW,13,1,0,1,-2,25,1,0,0,0,0,0,0,6,16.7,69,5:17,2,4,2,3,40.0
474,Jay McClement,25,STL,C,82,12,14,26,-10,29,9,0,3,3,14,0,0,137,8.8,1361,16:36,57,38,756,695,52.1
475,Cody McCormick,25,COL,C,55,1,11,12,-5,92,1,0,0,0,10,0,1,66,1.5,528,9:36,20,115,38,69,35.5
476,Andy McDonald,31,STL,C,46,15,29,44,-13,24,8,6,1,1,16,13,0,128,11.7,877,19:05,18,24,213,154,58.0
477,Jamie McGinn,20,SJS,LW,35,4,2,6,-6,2,3,1,0,1,2,0,0,27,14.8,312,8:55,7,50,6,1,85.7
478,Brian McGrattan,27,PHX,RW,5,0,0,0,-2,22,0,0,0,0,0,0,0,2,0.0,28,5:31,0,2,0,0,
479,Nathan McIver,24,ANA,D,18,0,1,1,2,36,0,0,0,0,1,0,0,5,0.0,169,9:24,7,37,0,0,
480,Jay McKee,31,STL,D,69,1,7,8,11,44,1,0,0,1,6,0,1,43,2.3,1195,17:19,185,68,0,2,0.0
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
481,Brett McLean,30,FLA,C,80,7,12,19,-12,29,7,0,0,2,11,1,0,114,6.1,994,12:26,16,30,197,259,43.2
482,Kurtis McLean,28,NYI,RW,4,1,0,1,1,0,1,0,0,1,0,0,0,5,20.0,42,10:34,0,7,0,1,0.0
483,Cody McLeod,24,COL,LW,79,15,5,20,-11,162,15,0,0,3,5,0,0,118,12.7,915,11:35,32,194,2,3,40.0
484,Derek Meech,24,DET,D,41,2,5,7,-12,12,2,0,0,0,4,1,0,44,4.5,412,10:03,19,36,0,2,0.0
485,Josef Melichar,30,TOT,D,39,0,9,9,0,37,0,0,0,0,9,0,0,19,0.0,537,13:46,54,39,0,0,
486,Andrej Meszaros,23,TBL,D,52,2,14,16,-4,36,1,1,0,1,10,4,0,87,2.3,1257,24:11,98,68,0,1,0.0
487,Marc Methot,23,CBJ,D,66,4,13,17,7,55,4,0,0,0,13,0,0,58,6.9,1185,17:57,54,135,0,0,
488,Glen Metropolit,34,TOT,C,76,6,11,17,-5,28,5,1,0,0,10,0,1,82,7.3,958,12:36,36,51,382,395,49.2
489,Freddy Meyer,28,NYI,D,27,4,5,9,-19,14,4,0,0,1,4,0,1,36,11.1,567,20:00,57,71,0,0,
490,Milan Michalek,24,SJS,LW,77,23,34,57,11,52,17,6,0,6,19,13,2,179,12.8,1421,18:27,33,92,14,16,46.7
491,Zbynek Michalek,26,PHX,D,82,6,21,27,-13,28,6,0,0,0,20,0,1,106,5.7,1863,22:43,268,67,0,0,
492,Antti Miettinen,28,MIN,RW,82,15,29,44,-1,32,9,4,2,3,19,9,1,186,8.1,1499,18:17,27,69,28,32,46.7
493,Vladimir Mihalik,22,TBL,D,11,0,3,3,-3,6,0,0,0,0,3,0,0,7,0.0,147,13:24,17,8,0,0,
494,Brendan Mikkelson,21,ANA,D,34,0,2,2,0,17,0,0,0,0,2,0,0,19,0.0,474,13:56,22,19,0,0,
495,Drew Miller,24,ANA,LW,27,4,6,10,0,17,4,0,0,0,5,0,1,45,8.9,351,12:59,11,15,3,11,21.4
496,Chris Minard,27,PIT,LW,20,1,2,3,0,4,1,0,0,1,2,0,0,33,3.0,188,9:25,5,32,2,0,100.0
497,Graham Mink,29,WSH,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,16,8:03,0,0,0,0,
498,John Mitchell,24,TOR,C,76,12,17,29,-16,33,10,2,0,0,12,4,1,98,12.2,1049,13:48,48,88,326,342,48.8
499,Willie Mitchell,31,VAN,D,82,3,20,23,29,59,3,0,0,1,20,0,0,88,3.4,1879,22:55,125,81,0,1,0.0
500,Mike Modano*,38,DAL,C,80,15,31,46,-13,46,11,4,0,4,17,14,0,197,7.6,1464,18:18,24,35,617,559,52.5
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
501,Fredrik Modin,34,CBJ,LW,50,9,16,25,2,28,7,2,0,0,11,5,0,113,8.0,844,16:53,26,23,49,73,40.2
502,Travis Moen,26,TOT,LW,82,7,9,16,-18,91,4,0,3,2,9,0,0,101,6.9,1229,14:59,42,171,4,14,22.2
503,Tomas Mojzis,26,MIN,D,4,0,1,1,-1,2,0,0,0,0,0,1,0,2,0.0,29,7:15,0,4,0,0,
504,Oscar Moller,20,LAK,C,40,7,8,15,-3,16,2,5,0,0,4,4,0,81,8.6,535,13:22,11,46,37,49,43.0
505,Steve Montador,29,TOT,D,78,4,17,21,17,143,4,0,0,0,16,1,0,117,3.4,1260,16:10,60,95,0,1,0.0
506,Dominic Moore,28,TOT,C,81,13,32,45,-2,92,8,4,1,1,27,5,0,165,7.9,1364,16:50,37,72,665,567,54.0
507,Ethan Moreau,33,EDM,LW,77,14,12,26,0,133,13,0,1,2,12,0,0,159,8.8,1183,15:22,41,126,11,25,30.6
508,Derek Morris,30,TOT,D,75,5,15,20,-10,40,4,0,1,0,9,5,1,120,4.2,1567,20:53,128,83,0,0,
509,Brendan Morrison,33,TOT,C,81,16,15,31,3,32,13,3,0,4,11,4,0,111,14.4,1151,14:13,15,33,204,246,45.3
510,Shaone Morrisonn,26,WSH,D,72,3,10,13,4,77,3,0,0,1,10,0,0,50,6.0,1295,17:59,98,111,0,0,
511,Brenden Morrow,30,DAL,LW,18,5,10,15,-4,49,3,2,0,0,7,3,0,52,9.6,384,21:21,10,53,3,6,33.3
512,Dave Moss,27,CGY,RW,81,20,19,39,-5,22,12,8,0,4,15,3,1,194,10.3,1101,13:36,24,95,23,23,50.0
513,Mike Mottau,30,NJD,D,80,1,14,15,24,35,1,0,0,0,12,1,1,71,1.4,1423,17:47,81,41,0,0,
514,Joe Motzko,28,ATL,RW,6,1,0,1,1,0,1,0,0,0,0,0,0,8,12.5,70,11:39,1,1,1,2,33.3
515,Matt Moulson,25,LAK,LW,7,1,0,1,-4,2,1,0,0,1,0,0,0,6,16.7,101,14:30,4,2,0,0,
516,Peter Mueller,20,PHX,RW,72,13,23,36,-7,24,8,5,0,4,17,6,0,138,9.4,1158,16:05,24,35,41,51,44.6
517,Cory Murphy,30,TOT,D,32,5,11,16,-4,14,1,4,0,0,5,6,0,55,9.1,575,17:57,29,13,0,0,
518,Andrew Murray,27,CBJ,C,67,8,3,11,-6,10,7,1,0,3,2,0,1,89,9.0,755,11:16,36,147,39,46,45.9
519,Douglas Murray,28,SJS,D,75,0,7,7,6,38,0,0,0,0,7,0,0,56,0.0,1249,16:39,78,175,0,0,
520,Garth Murray,26,PHX,C,10,0,0,0,-2,12,0,0,0,0,0,0,0,12,0.0,93,9:20,12,13,36,44,45.0
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
521,Rick Nash,24,CBJ,LW,78,40,39,79,11,52,29,6,5,5,25,13,1,263,15.2,1650,21:10,29,71,5,13,27.8
522,Markus Naslund,35,NYR,LW,82,24,22,46,-10,57,16,8,0,0,16,6,0,215,11.2,1409,17:11,28,55,1,1,50.0
523,James Neal,21,DAL,LW,77,24,13,37,-11,51,15,9,0,2,12,1,0,171,14.0,1222,15:52,27,194,11,20,35.5
524,John Negrin,19,CGY,D,3,0,1,1,-2,2,0,0,0,0,1,0,0,3,0.0,30,9:59,3,0,0,0,
525,Chris Neil,29,OTT,RW,60,3,7,10,-13,146,3,0,0,0,7,0,0,59,5.1,658,10:58,15,163,1,5,16.7
526,Kris Newbury,26,TOR,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,5,4:55,0,2,1,2,33.3
527,Scott Nichol,34,NSH,C,43,4,6,10,0,41,4,0,0,0,3,0,3,42,9.5,476,11:04,15,79,196,163,54.6
528,Rob Niedermayer,34,ANA,C,79,14,7,21,-17,42,12,1,1,2,7,0,0,88,15.9,1230,15:34,42,64,26,42,38.2
529,Scott Niedermayer*,35,ANA,D,82,14,45,59,-8,70,5,9,0,2,18,23,4,178,7.9,2207,26:55,77,68,0,1,0.0
530,Frans Nielsen,24,NYI,C,59,9,24,33,-4,18,5,3,1,2,10,13,1,101,8.9,976,16:32,39,29,358,400,47.2
531,Alexander Nikulin,23,PHX,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,6,5:35,0,0,0,3,0.0
532,Robert Nilsson,24,EDM,LW,64,9,20,29,1,26,5,4,0,1,13,7,0,77,11.7,972,15:11,14,37,4,6,40.0
533,Janne Niskala,27,TBL,D,6,1,2,3,0,6,0,1,0,0,2,0,0,10,10.0,82,13:42,1,5,0,0,
534,Matt Niskanen,22,DAL,D,80,6,29,35,-11,52,4,2,0,0,21,8,0,111,5.4,1598,19:58,64,87,0,0,
535,Andreas Nodl,21,PHI,RW,38,1,3,4,-15,2,1,0,0,0,3,0,0,33,3.0,424,11:09,14,40,0,0,
536,Petteri Nokelainen,23,TOT,C,50,4,5,9,2,16,3,0,1,0,5,0,0,56,7.1,563,11:15,23,46,156,136,53.4
537,Owen Nolan,36,MIN,RW,59,25,20,45,5,26,13,12,0,5,15,5,0,148,16.9,967,16:24,12,37,75,86,46.6
538,Jiri Novotny,25,CBJ,C,42,4,3,7,4,14,3,0,1,0,3,0,0,56,7.1,560,13:21,15,74,155,138,52.9
539,Teppo Numminen,40,BUF,D,57,2,15,17,-4,22,1,1,0,1,10,5,0,34,5.9,998,17:30,45,12,0,0,
540,Lawrence Nycholat,29,TOT,D,19,0,1,1,1,6,0,0,0,0,1,0,0,9,0.0,188,9:55,8,11,0,0,
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
541,Michael Nylander,36,WSH,C,72,9,24,33,0,32,5,4,0,2,18,6,0,87,10.3,1011,14:02,16,9,290,342,45.9
542,Eric Nystrom,25,CGY,LW,76,5,5,10,-7,89,4,0,1,3,3,0,2,83,6.0,704,9:16,35,76,11,18,37.9
543,Shane O'Brien,25,TOT,D,77,0,10,10,5,196,0,0,0,0,10,0,0,39,0.0,1149,14:55,51,79,0,0,
544,Ryan O'Byrne,24,MTL,D,37,0,5,5,-7,58,0,0,0,0,5,0,0,14,0.0,559,15:06,41,77,0,0,
545,Sean O'Donnell,37,LAK,D,82,0,12,12,2,71,0,0,0,0,12,0,0,32,0.0,1680,20:29,85,77,0,1,0.0
546,Wes O'Neill,22,COL,D,3,0,0,0,-2,4,0,0,0,0,0,0,0,1,0.0,33,10:52,3,5,0,0,
547,Cal O'Reilly,22,NSH,C,11,3,2,5,2,2,3,0,0,0,2,0,0,6,50.0,139,12:36,2,0,35,53,39.8
548,Patrick O'Sullivan,23,TOT,LW,81,16,27,43,-6,28,13,2,1,1,20,7,0,259,6.2,1551,19:09,36,66,41,58,41.4
549,Johnny Oduya,27,NJD,D,82,7,22,29,21,30,5,1,1,4,18,4,0,108,6.5,1712,20:52,127,50,0,0,
550,Mattias Ohlund,32,VAN,D,82,6,19,25,14,105,3,3,0,1,13,5,1,131,4.6,1769,21:34,150,108,0,0,
551,Kyle Okposo,20,NYI,RW,65,18,21,39,-6,36,9,9,0,3,16,4,1,165,10.9,1171,18:01,30,64,5,10,33.3
552,Rostislav Olesz,23,FLA,LW,37,4,5,9,-5,8,4,0,0,0,4,1,0,69,5.8,488,13:12,11,38,1,4,20.0
553,Peter Olvecky,23,MIN,LW,31,2,5,7,1,12,2,0,0,1,3,2,0,19,10.5,277,8:55,15,14,63,95,39.9
554,Ben Ondrus,26,TOR,RW,11,0,0,0,-4,34,0,0,0,0,0,0,0,2,0.0,104,9:27,4,15,12,15,44.4
555,Phil Oreskovic,22,TOR,D,10,1,1,2,-2,21,1,0,0,0,1,0,0,12,8.3,162,16:14,8,22,0,0,
556,Brooks Orpik,28,PIT,D,79,2,17,19,10,73,1,1,0,0,16,1,0,39,5.1,1606,20:20,152,309,0,0,
557,Colton Orr,26,NYR,RW,82,1,4,5,-15,193,1,0,0,0,4,0,0,40,2.5,532,6:29,14,133,4,12,25.0
